item_no,category_name,item_description,vendor,vendor_name,bottle_size,pack,inner_pack,proof,list_date,bottle_price,shelf_price,case_cost
21967,STRAIGHT BOURBON WHISKIES,Walker's Deluxe Str Bourbon,370,Pernod Ricard Usa/austin Nichols,1000,12,1,80,1987-10-01T00:00:00Z,7.19,10.79,86.32
21968,STRAIGHT BOURBON WHISKIES,Walker's Deluxe Str Bourbon,370,Pernod Ricard Usa/austin Nichols,1750,6,1,80,1983-10-01T00:00:00Z,10.66,15.99,63.96
21970,SINGLE BARREL BOURBON WHISKIES,Wathen's Single Barrell Ksbw,434,Luxco-st Louis,750,6,1,94,1998-10-01T00:00:00Z,15,22.5,89.97
21976,STRAIGHT BOURBON WHISKIES,W. L. Weller Centennial Bourbon,421,Sazerac Co. Inc.,750,6,1,100,1996-05-01T00:00:00Z,17.92,26.88,107.5
2202,DECANTERS & SPECIALTY PACKAGES,Bombay Sapphire Martini Glass Pack,35,Bacardi U.s.a. Inc.,750,6,1,94,2006-08-01T00:00:00Z,13,19.5,78.01
904731,SCOTCH WHISKIES,Chivas Royal Salute,430,Seagram Americas,50,60,1,86,1985-11-01T00:00:00Z,3.7,5.55,222.08
2204,DECANTERS & SPECIALTY PACKAGES,Don Pedro W Glass,490,Allied Domecq Spirits And Wine Usa,750,6,1,80,2004-10-01T00:00:00Z,9.44,14.16,56.66
2207,DECANTERS & SPECIALTY PACKAGES,Don Pedro With Snifters,157,Domecq Importers Inc.,750,6,1,80,1998-08-01T00:00:00Z,9.44,14.16,56.65
2209,DECANTERS & SPECIALTY PACKAGES,Don Pedro W Glass,490,Allied Domecq Spirits And Wine Usa,750,6,1,80,1999-10-01T00:00:00Z,9.44,14.16,56.66
22096,NA,Hy Vee Winner's Circle Bourbon,322,U.s. Distilled Prod. Co,750,12,1,80,1998-09-01T00:00:00Z,3.89,5.84,46.67
22098,NA,Hy Vee Winner's Circle Bourbon,322,U.s. Distilled Prod. Co,1750,6,1,80,1998-09-01T00:00:00Z,8.5,12.75,51.02
2210,DECANTERS & SPECIALTY PACKAGES,Presidente Brandy W/phone Card,490,Allied Domecq Spirits And Wine Usa,750,12,1,80,2002-08-01T00:00:00Z,7.5,11.25,89.95
22116,STRAIGHT BOURBON WHISKIES,Wild Turkey 80,461,Campari(skyy),750,12,1,80,1989-05-01T00:00:00Z,10.75,16.13,128.96
22121,STRAIGHT BOURBON WHISKIES,Wild Turkey 81,461,Campari(skyy),750,12,1,81,2011-05-01T00:00:00Z,10.83,16.25,129.96
22151,STRAIGHT BOURBON WHISKIES,Wild Turkey 101 Mini,461,Campari(skyy),500,12,10,101,1985-11-01T00:00:00Z,8.91,13.37,106.9
22154,STRAIGHT BOURBON WHISKIES,Wild Turkey 8 Yr,461,Campari(skyy),375,12,1,101,1985-03-01T00:00:00Z,4.97,7.46,59.67
904732,STRAIGHT BOURBON WHISKIES,Michter's Us*1 Small Batch Bourbon,287,Chatham Importsinc,750,6,1,91,2010-02-22T00:00:00Z,23.45,35.18,140.7
22155,STRAIGHT BOURBON WHISKIES,Wild Turkey 101 Round,461,Campari(skyy),375,12,1,101,1990-04-01T00:00:00Z,6,9,71.94
22156,STRAIGHT BOURBON WHISKIES,Wild Turkey 101,461,Campari(skyy),750,12,1,101,1963-06-01T00:00:00Z,12.99,19.49,155.88
22157,STRAIGHT BOURBON WHISKIES,Wild Turkey 101,461,Campari(skyy),1000,12,1,101,1993-03-01T00:00:00Z,15.5,23.25,185.94
22158,STRAIGHT BOURBON WHISKIES,Wild Turkey 101,461,Campari(skyy),1750,6,1,101,2011-02-01T00:00:00Z,25,37.5,149.97
22175,STRAIGHT BOURBON WHISKIES,Russell's Reserve 10YR,461,Campari(skyy),750,6,1,90,2012-02-01T00:00:00Z,18.49,27.74,110.94
22176,SINGLE BARREL BOURBON WHISKIES,Wild Turkey Russell's Reserve,461,Campari(skyy),750,12,1,90,2000-11-01T00:00:00Z,14.29,21.44,171.5
2218,MISCELLANEOUS SCHNAPPS,Dekuyper Pucker 50ml Counter Unit,65,Jim Beam Brands,502,10,12,30,2011-07-01T00:00:00Z,5.6,8.4,56.03
22205,STRAIGHT BOURBON WHISKIES,Wild Turkey Str Rare Breed,461,Campari(skyy),750,6,1,108,1991-10-01T00:00:00Z,19.5,29.25,116.97
22213,STRAIGHT BOURBON WHISKIES,Woodford Reserve,85,Brown-forman Corporation,1750,3,1,90,2014-01-01T00:00:00Z,37.26,55.89,111.78
22214,STRAIGHT BOURBON WHISKIES,Woodford Reserve,85,Brown-forman Corporation,375,12,1,90,2014-01-01T00:00:00Z,9.94,14.91,119.24
904733,80 PROOF VODKA,Seagram's Extra Smooth Vodka,255,Wilson Daniels Ltd.,200,24,1,80,2009-02-24T00:00:00Z,1.76,2.64,42.21
22216,STRAIGHT BOURBON WHISKIES,Woodford Reserve Bourbon,85,Brown-forman Corporation,750,6,1,90,1999-08-01T00:00:00Z,21.02,31.53,126.08
22219,STRAIGHT BOURBON WHISKIES,Woodford Reserve Kentucky Derby,85,Brown-forman Corporation,1000,6,1,90,2014-03-01T00:00:00Z,25.35,38.03,152.06
22228,STRAIGHT BOURBON WHISKIES,Woodford Reserve Double Oaked,85,Brown-forman Corporation,750,6,1,90,2013-04-01T00:00:00Z,28.28,42.42,169.67
2226,DECANTERS & SPECIALTY PACKAGES,Christian Brothers Holiday Nog,259,Heaven Hill Distilleries Inc.,1750,6,1,20,2014-10-01T00:00:00Z,9.46,14.19,56.75
2227,DECANTERS & SPECIALTY PACKAGES,Presidente With Two Glasses,490,Allied Domecq Spirits And Wine Usa,750,6,1,80,1998-08-01T00:00:00Z,7.5,11.25,44.97
2228,DECANTERS & SPECIALTY PACKAGES,Woodford Reserve Double Oaked,85,Brown-forman Corporation,750,6,1,90,2012-05-01T00:00:00Z,25.7,38.55,154.19
2229,DECANTERS & SPECIALTY PACKAGES,Christian Brothers Holiday Nog,259,Heaven Hill Distilleries Inc.,750,12,1,20,2014-10-01T00:00:00Z,4.46,6.69,53.5
2234,DECANTERS & SPECIALTY PACKAGES,Smirnoff Citrus Twist Party Pack,260,Diageo Americas,1000,6,1,70,1997-02-01T00:00:00Z,6.5,9.75,39
2247,DECANTERS & SPECIALTY PACKAGES,Amaretto/sambuca Di Amore Classico Gift Set,55,Sazerac North America,750,12,1,80,1998-11-01T00:00:00Z,6.99,10.49,83.84
2249,DECANTERS & SPECIALTY PACKAGES,Amaretto Di Amore w/2 Snifters,55,Sazerac North America,750,12,1,42,2014-10-01T00:00:00Z,6,9,71.95
904734,FLAVORED GIN,Seagram's Apple Twisted Gin,370,Pernod Ricard Usa/austin Nichols,375,24,1,70,2009-08-06T00:00:00Z,3.18,4.77,76.35
2250,MISCELLANEOUS SCHNAPPS,Arrow Smacker's Variety Pack,434,Luxco-st Louis,2011,3,1,30,2000-04-01T00:00:00Z,13.33,20,40
22536,NA,Albertson's Blend Whiskey,198,Frank-lin Distillers Products Ltd.,750,12,1,80,1999-09-01T00:00:00Z,3.3,4.95,39.65
22538,NA,Sav-On Osco Blend Whiskey,803,Levecke Corp,1750,6,1,80,2000-11-01T00:00:00Z,6.76,10.14,40.55
2255,DECANTERS & SPECIALTY PACKAGES,Baja Rosa Gift,298,White Rock Distilleries Inc.,750,6,1,34,1998-08-01T00:00:00Z,8.3,12.45,49.82
2257,DECANTERS & SPECIALTY PACKAGES,Arrow Candy Cane,434,Luxco-st Louis,200,30,1,30,1999-08-01T00:00:00Z,2.07,3.11,62
2258,DECANTERS & SPECIALTY PACKAGES,Baja Rosa Gift,298,White Rock Distilleries Inc.,750,6,1,34,1998-08-01T00:00:00Z,8.8,13.2,52.77
2261,DECANTERS & SPECIALTY PACKAGES,Stolichnaya Russian Vodka Gift,240,William Grant And Sons Inc.,750,6,1,80,2009-08-01T00:00:00Z,12.24,18.36,73.46
2265,DECANTERS & SPECIALTY PACKAGES,Chateau Monet Gift Set,298,White Rock Distilleries Inc.,750,6,1,33,1996-09-01T00:00:00Z,8.66,12.99,51.97
2270,DECANTERS & SPECIALTY PACKAGES,Bartenders Orange Cream Mudslide Party Pack,285,Charles Jacquin Et. Cie. Inc.,1750,6,1,25,1999-09-01T00:00:00Z,7.99,11.99,47.94
2274,DECANTERS & SPECIALTY PACKAGES,Bartender's Hot Sex Party Pack,285,Charles Jacquin Et. Cie. Inc.,1750,6,1,25,1999-09-01T00:00:00Z,7.99,11.99,47.94
904735,SCOTCH WHISKIES,Bruichladdich Rocks,501,Winebow Inc.,750,6,1,92,2009-04-29T00:00:00Z,28.28,42.42,169.7
22783,BLENDED WHISKIES,Beam's 8 Star Bl Whiskey,65,Jim Beam Brands,200,48,1,80,1988-04-01T00:00:00Z,1.17,1.76,55.81
22784,BLENDED WHISKIES,Beam's 8 Star Bl Whiskey,65,Jim Beam Brands,375,24,1,80,1985-05-01T00:00:00Z,1.9,2.85,45.6
22786,BLENDED WHISKIES,Beam's 8 Star Bl Whiskey,65,Jim Beam Brands,750,12,1,80,1980-05-01T00:00:00Z,3.67,5.51,44.04
22787,BLENDED WHISKIES,Beam's 8 Star Bl Whiskey,65,Jim Beam Brands,1000,12,1,80,1987-12-01T00:00:00Z,4.46,6.69,53.52
22788,BLENDED WHISKIES,Beam's 8 Star Bl Whiskey,65,Jim Beam Brands,1750,6,1,80,1980-11-01T00:00:00Z,7.43,11.15,44.58
2291,DECANTERS & SPECIALTY PACKAGES,Baja Luna Gift W/candle,298,White Rock Distilleries Inc.,750,6,1,30,2001-08-01T00:00:00Z,8.3,12.45,49.82
2293,DECANTERS & SPECIALTY PACKAGES,Baja Tango & Scented Candle Gift Set,298,White Rock Distilleries Inc.,750,6,1,30,2002-08-01T00:00:00Z,8.8,13.2,52.77
2294,DECANTERS & SPECIALTY PACKAGES,After Shock Gift Set,65,Jim Beam Brands,750,6,1,80,2001-08-01T00:00:00Z,10.66,15.99,63.96
2297,DECANTERS & SPECIALTY PACKAGES,Alize Rainbow Gift Box,295,Kobrand Corporation,750,6,1,32,2003-08-01T00:00:00Z,10.09,15.14,60.56
22988,STRAIGHT BOURBON WHISKIES,Breckenridge Bourbon(do Not Use),79,Breckenridge Distillery,750,6,1,86,2012-07-31T00:00:00Z,26.5,39.75,159
904628,SCOTCH WHISKIES,Ballantines Finest,370,Pernod Ricard Usa/austin Nichols,1750,6,1,80,2010-01-12T00:00:00Z,21.93,32.9,131.59
904736,BLENDED WHISKIES,Mccormick Blended Whiskey,300,Mccormick Distilling Company,200,24,1,80,2010-04-08T00:00:00Z,2.26,3.39,54.24
2302,DECANTERS & SPECIALTY PACKAGES,Effen Black Cherry W/shaker,65,Jim Beam Brands,750,6,1,75,2010-07-14T00:00:00Z,12.45,18.68,74.72
2313,DECANTERS & SPECIALTY PACKAGES,McCormick Egg Nog w/2 Glasses,300,Mccormick Distilling Company,750,6,1,30,2013-10-01T00:00:00Z,9.33,14,55.97
2315,DECANTERS & SPECIALTY PACKAGES,Hiram Walker Amaretto W/trinket Box,490,Allied Domecq Spirits And Wine Usa,750,6,1,30,2001-08-01T00:00:00Z,4.2,6.3,25.2
2317,DECANTERS & SPECIALTY PACKAGES,Godiva Flavore Pack,260,Diageo Americas,200,30,1,30,2006-08-01T00:00:00Z,5.13,7.7,153.89
2324,DECANTERS & SPECIALTY PACKAGES,Courvoisier Vsop With Flask Gift Set,65,Jim Beam Brands,750,6,1,80,2006-08-01T00:00:00Z,24.59,36.89,147.56
23248,BLENDED WHISKIES,Cadillac Club Blend Whisky,434,Luxco-st Louis,1750,6,1,80,2000-08-01T00:00:00Z,8.48,12.72,50.85
23271,BLENDED WHISKIES,Calvert Extra Bl Whiskey,434,Luxco-st Louis,50,12,1,80,1985-11-01T00:00:00Z,4.56,6.84,54.77
23274,BLENDED WHISKIES,Calvert Extra Bl Whiskey,434,Luxco-st Louis,375,24,1,80,1985-04-01T00:00:00Z,2.95,4.43,70.72
23276,BLENDED WHISKIES,Calvert Extra Bl Whiskey,434,Luxco-st Louis,750,12,1,80,1972-11-01T00:00:00Z,5.25,7.88,62.96
23277,BLENDED WHISKIES,Calvert Extra Bl Whiskey,434,Luxco-st Louis,1000,12,1,80,1985-07-01T00:00:00Z,6.88,10.32,82.51
904737,SINGLE MALT SCOTCH,Edradour Unchillfiltered 10yr,477,Total Beverage Solutions,750,6,1,92,2010-04-12T00:00:00Z,36.78,55.17,220.7
23278,BLENDED WHISKIES,Calvert Extra Bl Whiskey,434,Luxco-st Louis,1750,6,1,80,1977-05-01T00:00:00Z,11.02,16.53,66.12
2332,DECANTERS & SPECIALTY PACKAGES,Van Gogh Expresso Vodka W/cups,421,Sazerac Co. Inc.,750,6,1,70,2007-07-01T00:00:00Z,12.17,18.26,73
2333,DECANTERS & SPECIALTY PACKAGES,Van Gogh Espresso & Double Expresso,421,Sazerac Co. Inc.,396,6,1,70,2007-07-01T00:00:00Z,12.17,18.26,73
2339,DECANTERS & SPECIALTY PACKAGES,Van Gogh Double Espresson W/4 50ml,421,Sazerac Co. Inc.,750,6,1,70,2007-07-01T00:00:00Z,12.17,18.26,73
2342,DECANTERS & SPECIALTY PACKAGES,Remy Vsop W/2 Snifters,389,Remy Cointreau Usa         .,750,6,1,80,2006-08-01T00:00:00Z,22.3,33.45,133.78
2354,DECANTERS & SPECIALTY PACKAGES,Effen w/Glass,65,Jim Beam Brands,750,6,1,80,2012-10-01T00:00:00Z,14.17,21.26,85.04
2355,DECANTERS & SPECIALTY PACKAGES,Effen Black Cherry Vodka Gift Set,55,Sazerac North America,750,6,1,70,2006-09-22T00:00:00Z,15.01,22.52,90.03
2357,DECANTERS & SPECIALTY PACKAGES,Russian Standard Imperia W/glasses,389,Remy Cointreau Usa         .,750,6,1,80,2007-07-01T00:00:00Z,13.76,20.64,82.58
23626,BLENDED WHISKIES,Five Star Pet,297,Laird And Company,750,12,1,80,1994-07-01T00:00:00Z,3.46,5.19,41.52
2368,AMERICAN COCKTAILS,Grey Goose With Shaker,35,Bacardi U.s.a. Inc.,750,6,1,80,2010-08-01T00:00:00Z,17.97,26.96,107.84
904738,SINGLE MALT SCOTCH,Edradour Caledonia 12yr,477,Total Beverage Solutions,750,6,1,92,2010-04-12T00:00:00Z,38.45,57.68,230.7
2369,DECANTERS & SPECIALTY PACKAGES,Grey Goose L'orange W/shaker,35,Bacardi U.s.a. Inc.,750,6,1,80,2007-07-01T00:00:00Z,17.27,25.91,103.6
23706,BLENDED WHISKIES,Fleischmann's Preferred Bl Whiskey,55,Sazerac North America,750,12,1,80,1974-05-01T00:00:00Z,3.53,5.3,42.4
23707,BLENDED WHISKIES,Fleischmann's Preferred Bl Whiskey,55,Sazerac North America,1000,12,1,80,1989-05-01T00:00:00Z,4.33,6.5,52
23708,BLENDED WHISKIES,Fleischmann's Preferred Bl Whiskey,55,Sazerac North America,1750,6,1,80,1977-02-01T00:00:00Z,7.33,11,43.96
2376,DECANTERS & SPECIALTY PACKAGES,Chopin W/martini Glass,305,Mhw Ltd,750,6,1,80,2007-07-01T00:00:00Z,15.96,23.94,95.74
2380,DECANTERS & SPECIALTY PACKAGES,Remy Martin VSOP w/1738 50ml,389,Remy Cointreau Usa         .,800,12,2,80,2014-12-01T00:00:00Z,21.49,32.24,257.84
2381,DECANTERS & SPECIALTY PACKAGES,Belvedere W/frosted Martini Glass,420,Moet Hennessy Usa Inc.,750,6,1,80,2007-07-01T00:00:00Z,15.96,23.94,95.74
23823,BLENDED WHISKIES,Five Star,297,Laird And Company,200,48,1,80,1996-09-01T00:00:00Z,1.2,1.8,57.43
23824,BLENDED WHISKIES,Five Star,297,Laird And Company,375,24,1,80,1986-11-01T00:00:00Z,2,3,47.91
23826,BLENDED WHISKIES,Five Star,297,Laird And Company,750,12,1,80,1972-11-01T00:00:00Z,3.46,5.19,41.52
904739,CANADIAN WHISKIES,Lord Calvert Canadian Whisky,434,Luxco-st Louis,750,12,1,80,2010-04-14T00:00:00Z,5.25,7.87,62.96
23827,BLENDED WHISKIES,Five Star,297,Laird And Company,1000,12,1,80,1987-12-01T00:00:00Z,4.4,6.6,52.75
23828,BLENDED WHISKIES,Five Star,297,Laird And Company,1750,6,1,80,1977-05-01T00:00:00Z,7.46,11.19,44.76
2387,DECANTERS & SPECIALTY PACKAGES,Van Gogh Multi Gift Pack,421,Sazerac Co. Inc.,750,6,1,80,2007-07-01T00:00:00Z,12.17,18.26,73
2393,DECANTERS & SPECIALTY PACKAGES,Courvoisier Vs W/highball Glass,65,Jim Beam Brands,750,6,1,80,2007-07-01T00:00:00Z,15.74,23.61,94.44
2394,DECANTERS & SPECIALTY PACKAGES,Courvoisier Vsop W/50ml Xo,65,Jim Beam Brands,750,6,1,80,2007-07-01T00:00:00Z,24.59,36.89,147.56
2409,DECANTERS & SPECIALTY PACKAGES,Van Gogh Espresso W/4 50ml,421,Sazerac Co. Inc.,750,6,1,70,2007-07-01T00:00:00Z,12.17,18.26,73
24097,BLENDED WHISKIES,Haller's S.r.s. Blend Whiskey,259,Heaven Hill Distilleries Inc.,1000,12,1,80,1970-05-01T00:00:00Z,4.1,6.15,49.25
2412,DECANTERS & SPECIALTY PACKAGES,Hennessy Vsop W/snifters,420,Moet Hennessy Usa Inc.,750,6,1,80,2007-07-01T00:00:00Z,27.13,40.7,162.8
24156,BLENDED WHISKIES,Hawkeye Blend Whiskey,434,Luxco-st Louis,750,12,1,80,1992-04-01T00:00:00Z,3.5,5.25,42
24157,BLENDED WHISKIES,Hawkeye Blend Whiskey,434,Luxco-st Louis,1000,12,1,80,1989-10-01T00:00:00Z,4.39,6.59,52.67
904740,FLAVORED RUM,Malibu Tropical Banana,370,Pernod Ricard Usa/austin Nichols,200,48,1,42,2010-04-14T00:00:00Z,1.9,2.85,91.2
24158,BLENDED WHISKIES,Hawkeye Blend Whiskey,434,Luxco-st Louis,1750,6,1,80,1989-10-01T00:00:00Z,7.62,11.43,45.67
2423,DECANTERS & SPECIALTY PACKAGES,Jean Marc Xo Holiday Box,461,Campari(skyy),750,6,1,80,2007-08-01T00:00:00Z,30.97,46.46,185.8
24451,BLENDED WHISKIES,Kessler Blend Whiskey Mini,65,Jim Beam Brands,500,12,10,80,1989-05-01T00:00:00Z,5.23,7.85,62.72
24453,BLENDED WHISKIES,Kessler Blend Whiskey,65,Jim Beam Brands,200,48,1,80,1988-04-01T00:00:00Z,1.77,2.66,84.49
24454,BLENDED WHISKIES,Kessler Blend Whiskey,65,Jim Beam Brands,375,24,1,80,1985-04-01T00:00:00Z,3.1,4.65,74.24
24456,BLENDED WHISKIES,Kessler Blend Whiskey,65,Jim Beam Brands,750,12,1,80,1972-08-01T00:00:00Z,5.51,8.27,66.08
24457,BLENDED WHISKIES,Kessler Blend Whiskey,65,Jim Beam Brands,1000,12,1,80,1984-05-01T00:00:00Z,7.08,10.62,84.96
24458,BLENDED WHISKIES,Kessler Blend Whiskey,65,Jim Beam Brands,1750,6,1,80,1977-05-01T00:00:00Z,11.02,16.53,66.08
2446,AMERICAN COCKTAILS,Tooter Rainbow Pack,308,Mango Bottling Inc.,375,12,1,30,2005-10-01T00:00:00Z,4.5,6.75,53.94
24466,BLENDED WHISKIES,Kessler Blend Whiskey Traveler,65,Jim Beam Brands,750,12,1,80,1993-09-01T00:00:00Z,5.51,8.27,66.08
904741,FLAVORED VODKA,Smirnoff Twist Of Bluberry,260,Diageo Americas,375,12,1,70,2010-04-19T00:00:00Z,4.75,7.13,56.99
2450,DECANTERS & SPECIALTY PACKAGES,Margaritaville Flavors Gift Set,330,Monsieur Henri Wines Ltd.,200,30,1,70,2005-08-01T00:00:00Z,3,4.5,90
2465,DECANTERS & SPECIALTY PACKAGES,Tommy Bahama White Sand Canvas Picnic Pack,192,Sidney Frank Importing Co.,750,3,1,80,2008-06-01T00:00:00Z,16,24,48
24656,DECANTERS & SPECIALTY PACKAGES,Tommy Bahama White Sand Canvas Picnic Pack,192,Sidney Frank Importing Co.,750,3,1,80,2008-06-01T00:00:00Z,16,24,48
24706,BLENDED WHISKIES,Mccormick Blend Whiskey,300,Mccormick Distilling Company,750,12,1,80,1988-08-01T00:00:00Z,3.5,5.25,41.96
24727,BLENDED WHISKIES,Mccormick Blend Whiskey,300,Mccormick Distilling Company,1000,12,1,80,1990-10-01T00:00:00Z,4.1,6.15,49.23
24728,BLENDED WHISKIES,Mccormick Blend Whiskey Pet,300,Mccormick Distilling Company,1750,6,1,80,1989-05-01T00:00:00Z,7.67,11.51,45.97
2475,DECANTERS & SPECIALTY PACKAGES,Hennessy Vsop With 2 Rocks Glasses,420,Moet Hennessy Usa Inc.,750,12,1,80,2009-08-01T00:00:00Z,24.97,37.46,299.6
2484,DECANTERS & SPECIALTY PACKAGES,Pama Pomegranate W/champagne Flute,259,Heaven Hill Distilleries Inc.,750,6,1,34,2008-08-01T00:00:00Z,13.33,20,79.96
2495,DECANTERS & SPECIALTY PACKAGES,Starbucks Cream With Mug,65,Jim Beam Brands,750,6,1,30,2006-09-01T00:00:00Z,12.06,18.09,72.37
2496,DECANTERS & SPECIALTY PACKAGES,Starbucks Coffee Liqueur With Mug,65,Jim Beam Brands,750,6,1,40,2006-09-01T00:00:00Z,12.06,18.09,72.37
904742,FLAVORED VODKA,Smirnoff Twist Of Citrus,260,Diageo Americas,375,12,1,70,2010-04-19T00:00:00Z,4.5,6.75,53.95
2503,DECANTERS & SPECIALTY PACKAGES,Starbucks Holiday Gift 05,65,Jim Beam Brands,750,6,1,40,2005-10-01T00:00:00Z,12.99,19.49,77.96
2504,DECANTERS & SPECIALTY PACKAGES,Tarantula Azul Mix Co-Pack,300,Mccormick Distilling Company,750,6,1,70,2002-03-01T00:00:00Z,10.39,15.59,62.35
2506,DECANTERS & SPECIALTY PACKAGES,Tarantula Azul Co-Pack,300,Mccormick Distilling Company,375,12,1,70,2004-08-01T00:00:00Z,6.66,9.99,79.92
2510,DECANTERS & SPECIALTY PACKAGES,Pama Pomegranate W/collins Glass,259,Heaven Hill Distilleries Inc.,750,6,1,34,2010-07-14T00:00:00Z,13.33,20,79.96
2520,AMERICAN COCKTAILS,Tooters Party Pack,308,Mango Bottling Inc.,200,30,1,30,2002-05-01T00:00:00Z,2.02,3.03,60.5
2531,MISC. AMERICAN CORDIALS & LIQUEURS,Jekyll Berry/hyde Herbal Liquor Mini Combo,27,Anheuser-busch/longtail Libations,2414,4,1,60,2007-08-01T00:00:00Z,23.75,35.63,95
2539,DECANTERS & SPECIALTY PACKAGES,Wild Spirit Mug Set,285,Charles Jacquin Et. Cie. Inc.,750,6,1,90,1997-09-01T00:00:00Z,9.07,13.61,54.39
2541,MISC. AMERICAN CORDIALS & LIQUEURS,Wild Spirit & Cola,285,Charles Jacquin Et. Cie. Inc.,750,6,1,105,1996-09-01T00:00:00Z,9.15,13.73,54.89
2545,DECANTERS & SPECIALTY PACKAGES,Wild Turkey Honey Liqueur Gift Set,461,Campari(skyy),750,6,1,60,1994-10-01T00:00:00Z,9.83,14.75,59
25496,NA,Hyvee Redmond Blend Whisky,322,U.s. Distilled Prod. Co,750,12,1,80,1998-09-01T00:00:00Z,3.28,4.92,39.4
904743,80 PROOF VODKA,Platinum 7x Vodka,421,Sazerac Co. Inc.,1750,6,1,80,2010-04-21T00:00:00Z,9.43,14.15,56.6
25498,NA,Hyvee Redmond Blend Whisky,322,U.s. Distilled Prod. Co,1750,6,1,80,1998-09-01T00:00:00Z,7.38,11.07,44.3
2550,DECANTERS & SPECIALTY PACKAGES,E & J Cask & Cream Gift Set,205,E And J Gallo Winery,750,6,1,34,1999-09-01T00:00:00Z,5.86,8.79,35.16
25601,BLENDED WHISKIES,Seagrams 7 Crown Bl Whiskey Mini,260,Diageo Americas,500,12,10,80,1985-11-01T00:00:00Z,6.17,9.26,73.99
25603,BLENDED WHISKIES,Seagrams 7 Crown Bl Whiskey,260,Diageo Americas,200,48,1,80,1988-04-01T00:00:00Z,1.96,2.94,93.89
25604,BLENDED WHISKIES,Seagrams 7 Crown Bl Whiskey,260,Diageo Americas,375,24,1,80,1985-07-01T00:00:00Z,3.5,5.25,84
25606,BLENDED WHISKIES,Seagrams 7 Crown Bl Whiskey,260,Diageo Americas,750,12,1,80,1974-08-01T00:00:00Z,7,10.5,83.95
25607,BLENDED WHISKIES,Seagrams 7 Crown Bl Whiskey,260,Diageo Americas,1000,12,1,80,1984-05-01T00:00:00Z,8,12,95.95
25608,BLENDED WHISKIES,Seagrams 7 Crown Bl Whiskey,260,Diageo Americas,1750,6,1,80,1977-05-01T00:00:00Z,11.96,17.94,71.73
2561,DECANTERS & SPECIALTY PACKAGES,Arrow Peppermint Schnapps W/mugs,434,Luxco-st Louis,750,6,1,54,2001-08-01T00:00:00Z,3.94,5.91,23.65
25616,BLENDED WHISKIES,Seagrams 7 Crown Pet Flask,260,Diageo Americas,750,12,1,80,1998-10-01T00:00:00Z,7,10.5,83.95
904744,FLAVORED RUM,Malibu Tropical Banana,370,Pernod Ricard Usa/austin Nichols,375,24,1,42,2010-04-14T00:00:00Z,3.89,5.84,93.28
25620,BLENDED WHISKIES,Seagram's Seven Crown 75th Anniversary Editio,260,Diageo Americas,750,12,1,86,2009-03-01T00:00:00Z,6.9,10.35,82.85
2564,DECANTERS & SPECIALTY PACKAGES,Scoops Cylinder Gift Pack,298,White Rock Distilleries Inc.,750,6,1,30,1996-09-01T00:00:00Z,5.33,8,32
2565,CREAM LIQUEURS,Scoops Rainbow Pack,298,White Rock Distilleries Inc.,750,12,1,30,1995-10-01T00:00:00Z,5.33,8,63.9
2566,DECANTERS & SPECIALTY PACKAGES,Dekuyper Holiday Stocking 2004,65,Jim Beam Brands,200,30,1,37,2004-08-01T00:00:00Z,2.03,3.05,60.92
2568,DECANTERS & SPECIALTY PACKAGES,Avalanche Blue Gift Set,65,Jim Beam Brands,750,6,1,80,1996-08-01T00:00:00Z,10.66,15.99,63.96
2571,DECANTERS & SPECIALTY PACKAGES,Dekuyper Christmas Stocking,65,Jim Beam Brands,200,30,1,30,2000-08-01T00:00:00Z,2.03,3.05,60.8
2575,DECANTERS & SPECIALTY PACKAGES,Dekuyper Holiday Stocking,65,Jim Beam Brands,200,30,1,30,2001-08-01T00:00:00Z,2.03,3.05,60.83
2576,DECANTERS & SPECIALTY PACKAGES,Dekuyper Holiday Stocking 2002,65,Jim Beam Brands,200,30,1,37,2002-08-01T00:00:00Z,2.03,3.05,60.83
2577,DECANTERS & SPECIALTY PACKAGES,Dekuyper Sampler Pack,65,Jim Beam Brands,1127,8,1,30,2002-06-01T00:00:00Z,8.54,12.81,68.32
2578,DECANTERS & SPECIALTY PACKAGES,Dekuyper Peppermint Schnapps Gift Set,65,Jim Beam Brands,750,6,1,60,2001-08-01T00:00:00Z,3.66,5.49,21.96
904745,FLAVORED VODKA,Smirnoff Twist Of Green Apple,260,Diageo Americas,375,12,1,70,2010-04-19T00:00:00Z,4.5,6.75,53.95
2579,DECANTERS & SPECIALTY PACKAGES,Dekuyper Holiday Stocking 03,65,Jim Beam Brands,200,30,1,30,2003-08-01T00:00:00Z,2.03,3.05,60.92
2580,DECANTERS & SPECIALTY PACKAGES,Dekuyper Winter Sampler Pack,65,Jim Beam Brands,1127,8,1,46,2002-09-01T00:00:00Z,8.54,12.81,68.32
2581,DECANTERS & SPECIALTY PACKAGES,Dekuyper Peachtree With Pitcher,65,Jim Beam Brands,750,6,1,30,2005-06-01T00:00:00Z,5.5,8.25,33
2583,DECANTERS & SPECIALTY PACKAGES,Hiram Walker Peppermint Schnapps W/mug,490,Allied Domecq Spirits And Wine Usa,750,6,1,60,2000-08-01T00:00:00Z,3.26,4.89,19.56
